id,event_id,latitude,longitude,type,area,date_time,elevation,slope,state,county,country,fips,scc,fuel_1hr,fuel_10hr,fuel_100hr,fuel_1khr,fuel_10khr,fuel_gt10khr,shrub,grass,rot,duff,litter,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live,moisture_duff,consumption_flaming,consumption_smoldering,consumption_residual,consumption_duff,min_wind,max_wind,min_wind_aloft,max_wind_aloft,min_humid,max_humid,min_temp,max_temp,min_temp_hour,max_temp_hour,sunrise_hour,sunset_hour,snow_month,rain_days,heat,pm25,pm10,co,co2,ch4,nox,nh3,so2,voc,canopy,dum1,event_name,event_url,fccs_number,owner,provincename,server,sf_event_guid,sf_server,sf_stream_name,stream_name,timezone,veg
SF11C1434645041309440,SF11E133538,60.331,-129.332,WF,2667.94737758,201807120000-08:00,0.0,10.0,YT,,Canada,CA12,2810001000,,,,,,,,,,,,7.0,8.0,9.0,12.0,80.0,40.0,13.2823819049,1.1741030246,0.0,12.5908580089,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,3,22,5,8,296012914123.0361,310.07796800000006,365.8920149999999,3202.544130999999,62823.664264,166.27915999999996,88.601063,53.434222999999996,37.79775399999999,768.1169340000001,,d916b2f3-117b-4fa7-9b79-20cbabfca842,Unknown Fire,http://tomcat-sf/smartfire/events/d916b2f3-117b-4fa7-9b79-20cbabfca842,,,YUKON TERRITORY,tomcat-sf,,,,CWFIS-Hotspots,-8.0,
SF11C1434645041309440,SF11E133538,60.331,-129.332,WF,2667.94737758,201807130000-08:00,0.0,10.0,YT,,Canada,CA12,2810001000,,,,,,,,,,,,7.0,8.0,9.0,12.0,80.0,40.0,13.2823819049,1.1741030246,0.0,12.5908580089,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,3,22,5,8,296012914123.0361,310.07796800000006,365.8920149999999,3202.544130999999,62823.664264,166.27915999999996,88.601063,53.434222999999996,37.79775399999999,768.1169340000001,,d916b2f3-117b-4fa7-9b79-20cbabfca842,Unknown Fire,http://tomcat-sf/smartfire/events/d916b2f3-117b-4fa7-9b79-20cbabfca842,,,YUKON TERRITORY,tomcat-sf,,,,CWFIS-Hotspots,-8.0,
SF11C1434645041309440,SF11E133538,60.331,-129.332,WF,2667.94737758,201807140000-08:00,0.0,10.0,YT,,Canada,CA12,2810001000,,,,,,,,,,,,7.0,8.0,9.0,12.0,80.0,40.0,13.2823819049,1.1741030246,0.0,12.5908580089,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,3,22,5,8,296012914123.0361,310.07796800000006,365.8920149999999,3202.544130999999,62823.664264,166.27915999999996,88.601063,53.434222999999996,37.79775399999999,768.1169340000001,,d916b2f3-117b-4fa7-9b79-20cbabfca842,Unknown Fire,http://tomcat-sf/smartfire/events/d916b2f3-117b-4fa7-9b79-20cbabfca842,,,YUKON TERRITORY,tomcat-sf,,,,CWFIS-Hotspots,-8.0,
SF11C1434645041309440,SF11E133538,60.331,-129.332,WF,2667.94737758,201807150000-08:00,0.0,10.0,YT,,Canada,CA12,2810001000,,,,,,,,,,,,7.0,8.0,9.0,12.0,80.0,40.0,13.2823819049,1.1741030246,0.0,12.5908580089,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,3,22,5,8,296012914123.0361,310.07796800000006,365.8920149999999,3202.544130999999,62823.664264,166.27915999999996,88.601063,53.434222999999996,37.79775399999999,768.1169340000001,,d916b2f3-117b-4fa7-9b79-20cbabfca842,Unknown Fire,http://tomcat-sf/smartfire/events/d916b2f3-117b-4fa7-9b79-20cbabfca842,,,YUKON TERRITORY,tomcat-sf,,,,CWFIS-Hotspots,-8.0,
SF11C1434645041309440,SF11E133538,60.331,-129.332,WF,2667.94737758,201807160000-08:00,0.0,10.0,YT,,Canada,CA12,2810001000,,,,,,,,,,,,7.0,8.0,9.0,12.0,80.0,40.0,13.2823819049,1.1741030246,0.0,12.5908580089,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,3,22,5,8,296012914123.0361,310.07796800000006,365.8920149999999,3202.544130999999,62823.664264,166.27915999999996,88.601063,53.434222999999996,37.79775399999999,768.1169340000001,,d916b2f3-117b-4fa7-9b79-20cbabfca842,Unknown Fire,http://tomcat-sf/smartfire/events/d916b2f3-117b-4fa7-9b79-20cbabfca842,,,YUKON TERRITORY,tomcat-sf,,,,CWFIS-Hotspots,-8.0,
SF11C1434645041309440,SF11E133538,60.331,-129.332,WF,2667.94737758,201807170000-08:00,0.0,10.0,YT,,Canada,CA12,2810001000,,,,,,,,,,,,7.0,8.0,9.0,12.0,80.0,40.0,13.2823819049,1.1741030246,0.0,12.5908580089,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,3,22,5,8,296012914123.0361,310.07796800000006,365.8920149999999,3202.544130999999,62823.664264,166.27915999999996,88.601063,53.434222999999996,37.79775399999999,768.1169340000001,,d916b2f3-117b-4fa7-9b79-20cbabfca842,Unknown Fire,http://tomcat-sf/smartfire/events/d916b2f3-117b-4fa7-9b79-20cbabfca842,,,YUKON TERRITORY,tomcat-sf,,,,CWFIS-Hotspots,-8.0,
SF11C1434645041309440,SF11E133538,60.331,-129.332,WF,2667.94737758,201807180000-08:00,0.0,10.0,YT,,Canada,CA12,2810001000,,,,,,,,,,,,7.0,8.0,9.0,12.0,80.0,40.0,13.2823819049,1.1741030246,0.0,12.5908580089,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,3,22,5,8,296012914123.0361,310.07796800000006,365.8920149999999,3202.544130999999,62823.664264,166.27915999999996,88.601063,53.434222999999996,37.79775399999999,768.1169340000001,,d916b2f3-117b-4fa7-9b79-20cbabfca842,Unknown Fire,http://tomcat-sf/smartfire/events/d916b2f3-117b-4fa7-9b79-20cbabfca842,,,YUKON TERRITORY,tomcat-sf,,,,CWFIS-Hotspots,-8.0,
SF11C1434645041309440,SF11E133538,60.331,-129.332,WF,2667.94737758,201807190000-08:00,0.0,10.0,YT,,Canada,CA12,2810001000,,,,,,,,,,,,7.0,8.0,9.0,12.0,80.0,40.0,13.2823819049,1.1741030246,0.0,12.5908580089,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,3,22,5,8,296012914123.0361,310.07796800000006,365.8920149999999,3202.544130999999,62823.664264,166.27915999999996,88.601063,53.434222999999996,37.79775399999999,768.1169340000001,,d916b2f3-117b-4fa7-9b79-20cbabfca842,Unknown Fire,http://tomcat-sf/smartfire/events/d916b2f3-117b-4fa7-9b79-20cbabfca842,,,YUKON TERRITORY,tomcat-sf,,,,CWFIS-Hotspots,-8.0,
SF11C1434655041309440,SF11E133538,60.324,-129.277,WF,1448.31429069,201807100000-08:00,0.0,10.0,YT,,Canada,CA12,2810001000,,,,,,,,,,,,7.0,8.0,9.0,12.0,80.0,40.0,13.3170611022,1.15574715064,0.0,12.5842363625,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,3,22,5,8,154006714394.42847,168.251515,198.536797,1736.5440959999999,34150.097485,90.195339,48.195124,28.977079,20.541946999999997,416.5453999999999,,d916b2f3-117b-4fa7-9b79-20cbabfca842,Unknown Fire,http://tomcat-sf/smartfire/events/d916b2f3-117b-4fa7-9b79-20cbabfca842,,,YUKON TERRITORY,tomcat-sf,,,,CWFIS-Hotspots,-8.0,
SF11C1434655041309440,SF11E133538,60.324,-129.277,WF,1448.31429069,201807110000-08:00,0.0,10.0,YT,,Canada,CA12,2810001000,,,,,,,,,,,,7.0,8.0,9.0,12.0,80.0,40.0,13.3170611022,1.15574715064,0.0,12.5842363625,6.0,6.0,6.0,6.0,40.0,80.0,13.0,30.0,4,14,3,22,5,8,154006714394.42847,168.251515,198.536797,1736.5440959999999,34150.097485,90.195339,48.195124,28.977079,20.541946999999997,416.5453999999999,,d916b2f3-117b-4fa7-9b79-20cbabfca842,Unknown Fire,http://tomcat-sf/smartfire/events/d916b2f3-117b-4fa7-9b79-20cbabfca842,,,YUKON TERRITORY,tomcat-sf,,,,CWFIS-Hotspots,-8.0,
